<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.05.04	109.181	109.274	108.648	109.049	146156	0	0
2018.05.07	109.110	109.398	108.758	109.091	114126	0	0
2018.05.08	109.081	109.351	108.827	109.134	164214	0	0
2018.05.09	109.121	109.833	108.996	109.743	157853	0	0
2018.05.10	109.741	110.019	109.317	109.393	173534	0	0
2018.05.11	109.386	109.568	109.151	109.374	131106	0	0
2018.05.14	109.300	109.671	109.208	109.644	130540	0	0
2018.05.15	109.654	110.455	109.645	110.353	174201	0	0
2018.05.16	110.341	110.403	110.040	110.403	175637	0	0
2018.05.17	110.392	110.859	110.072	110.773	168073	0	0
2018.05.18	110.744	111.082	110.610	110.748	131269	0	0
2018.05.21	110.872	111.396	110.822	111.044	110083	0	0
2018.05.22	111.034	111.185	110.796	110.896	119676	0	0
2018.05.23	110.892	110.920	109.557	110.082	233253	0	0
2018.05.24	110.069	110.090	108.954	109.248	212321	0	0
2018.05.25	109.241	109.744	109.085	109.413	183594	0	0
2018.05.28	109.750	109.830	109.234	109.409	141600	0	0
2018.05.29	109.398	109.467	108.113	108.768	289028	0	0
2018.05.30	108.754	109.074	108.352	108.901	245402	0	0
2018.05.31	108.904	109.004	108.386	108.809	221484	0	0
2018.06.01	108.804	109.734	108.722	109.515	178539	0	0
2018.06.04	109.455	109.854	109.371	109.816	137054	0	0
2018.06.05	109.813	110.005	109.473	109.794	156350	0	0
2018.06.06	109.778	110.266	109.776	110.187	148511	0	0
2018.06.07	110.177	110.222	109.476	109.695	172809	0	0
2018.06.08	109.689	109.852	109.198	109.516	171685	0	0
2018.06.11	109.288	110.119	109.280	110.033	128948	0	0
2018.06.12	110.033	110.494	109.954	110.371	162452	0	0
2018.06.13	110.359	110.848	110.271	110.343	137011	0	0
2018.06.14	110.329	110.695	109.918	110.625	170207	0	0
2018.06.15	110.620	110.904	110.387	110.662	182495	0	0
2018.06.18	110.660	110.734	110.300	110.548	120551	0	0
2018.06.19	110.539	110.575	109.551	110.058	236822	0	0
2018.06.20	110.050	110.451	109.853	110.355	173187	0	0
2018.06.21	110.355	110.759	109.842	109.968	203598	0	0
2018.06.22	109.978	110.218	109.802	109.999	167965	0	0
2018.06.25	109.830	110.046	109.367	109.760	180382	0	0
2018.06.26	109.756	110.218	109.368	110.023	180675	0	0
2018.06.27	110.023	110.490	109.685	110.268	222076	0	0
2018.06.28	110.245	110.650	109.966	110.494	197486	0	0
2018.06.29	110.476	110.944	110.375	110.690	198081	0	0
2018.07.02	110.605	111.062	110.554	110.886	141281	0	0
2018.07.03	110.894	111.135	110.516	110.577	126552	0	0
2018.07.04	110.577	110.608	110.278	110.491	134011	0	0
2018.07.05	110.459	110.731	110.290	110.659	152909	0	0
2018.07.06	110.580	110.787	110.381	110.461	120960	0	0
2018.07.09	110.450	110.902	110.352	110.842	90122	0	0
2018.07.10	110.846	111.353	110.777	111.047	108055	0	0
2018.07.11	110.998	112.176	110.766	112.000	183357	0	0
2018.07.12	111.990	112.627	111.914	112.524	141728	0	0
2018.07.13	112.530	112.801	112.275	112.331	118060	0	0
2018.07.16	112.266	112.564	112.223	112.277	86885	0	0
2018.07.17	112.278	112.926	112.222	112.881	135761	0	0
2018.07.18	112.859	113.138	112.709	112.842	119913	0	0
2018.07.19	112.850	113.178	112.052	112.464	168092	0	0
2018.07.20	112.458	112.624	111.382	111.458	200893	0	0
2018.07.23	111.381	111.544	110.751	111.353	143407	0	0
2018.07.24	111.332	111.514	110.961	111.206	128869	0	0
2018.07.25	111.189	111.385	110.659	110.964	153862	0	0
2018.07.26	110.967	111.249	110.588	111.230	139259	0	0
2018.07.27	111.220	111.251	110.797	110.997	104103	0	0
2018.07.30	110.927	111.166	110.890	111.062	82094	0	0
2018.07.31	111.009	111.958	110.730	111.867	161778	0	0
2018.08.01	111.816	112.151	111.389	111.713	125290	0	0
2018.08.02	111.718	111.737	111.316	111.643	127506	0	0
2018.08.03	111.639	111.877	111.101	111.273	112519	0	0
2018.08.06	111.214	111.526	111.150	111.399	66674	0	0
2018.08.07	111.402	111.479	110.992	111.378	82688	0	0
2018.08.08	111.369	111.440	110.837	110.952	83710	0	0
2018.08.09	110.963	111.183	110.707	111.084	92582	0	0
2018.08.10	111.060	111.169	110.510	110.912	174308	0	0
2018.08.13	110.430	110.939	110.110	110.719	157034	0	0
2018.08.14	110.658	111.313	110.587	111.145	125140	0	0
2018.08.15	111.138	111.432	110.432	110.741	140677	0	0
2018.08.16	110.738	111.126	110.459	110.898	151544	0	0
2018.08.17	110.887	111.053	110.316	110.502	109779	0	0
2018.08.20	110.585	110.684	110.018	110.073	80375	0	0
2018.08.21	110.066	110.548	109.774	110.269	102607	0	0
2018.08.22	110.270	110.616	110.027	110.552	105233	0	0
2018.08.23	110.544	111.317	110.519	111.294	94633	0	0
2018.08.24	111.277	111.488	111.103	111.267	105476	0	0
2018.08.27	111.316	111.347	110.936	111.075	69454	0	0
2018.08.28	111.070	111.356	110.956	111.196	88573	0	0
2018.08.29	111.189	111.827	111.123	111.679	103504	0	0
2018.08.30	111.676	111.755	110.953	111.023	97680	0	0
2018.08.31	110.965	111.137	110.686	111.105	108868	0	0
2018.09.03	111.050	111.188	110.850	111.108	78738	0	0
2018.09.04	111.029	111.533	110.901	111.479	97382	0	0
2018.09.05	111.345	111.758	111.328	111.530	108386	0	0
2018.09.06	111.524	111.532	110.521	110.728	118301	0	0
2018.09.07	110.745	111.248	110.380	111.060	121756	0	0
2018.09.10	111.025	111.248	110.850	111.122	72033	0	0
2018.09.11	111.106	111.642	111.063	111.593	74021	0	0
2018.09.12	111.621	111.651	111.114	111.255	83800	0	0
2018.09.13	111.249	112.000	111.160	111.924	87973	0	0
2018.09.14	111.920	112.169	111.754	112.047	78416	0	0
2018.09.17	112.030	112.122	111.761	111.858	37353	0	0
2018.09.18	111.838	112.389	111.663	112.362	74655	0	0
2018.09.19	112.354	112.446	112.161	112.305	53231	0	0
2018.09.20	112.259	112.584	112.042	112.495	72780	0	0
2018.09.21	112.479	112.873	112.425	112.556	54333	0	0
2018.09.24	112.390	112.839	112.390	112.812	38615	0	0
2018.09.25	112.766	112.982	112.741	112.975	50367	0	0
2018.09.26	112.972	113.135	112.631	112.742	63489	0	0
2018.09.27	112.712	113.469	112.561	113.405	65752	0	0
2018.09.28	113.355	113.711	113.307	113.690	62724	0	0
2018.10.01	113.715	114.062	113.700	113.978	48519	0	0
2018.10.02	113.909	114.017	113.529	113.682	61674	0	0
2018.10.03	113.634	114.539	113.522	114.537	64555	0	0
2018.10.04	114.533	114.550	113.633	113.943	86418	0	0
2018.10.05	113.878	114.102	113.558	113.733	85151	0	0
2018.10.08	113.752	113.942	112.822	113.233	62043	0	0
2018.10.09	113.230	113.393	112.870	112.954	98650	0	0
2018.10.10	112.953	113.287	112.255	112.255	102844	0	0
2018.10.11	112.270	112.536	111.832	112.166	190858	0	0
2018.10.12	112.155	112.497	111.880	112.219	122872	0	0
2018.10.15	112.135	112.235	111.625	111.773	109731	0	0
2018.10.16	111.769	112.338	111.732	112.247	84160	0	0
2018.10.17	112.254	112.676	112.016	112.661	93678	0	0
2018.10.18	112.642	112.729	111.948	112.190	116461	0	0
2018.10.19	112.195	112.648	112.142	112.543	113213	0	0
2018.10.22	112.570	112.886	112.349	112.819	96789	0	0
2018.10.23	112.819	112.840	111.953	112.443	127055	0	0
2018.10.24	112.439	112.744	112.089	112.251	137926	0	0
2018.10.25	112.249	112.675	111.820	112.394	136801	0	0
2018.10.26	112.410	112.444	111.377	111.896	203419	0	0
2018.10.29	111.858	112.564	111.775	112.375	132230	0	0
2018.10.30	112.355	113.087	112.304	113.082	140870	0	0
2018.10.31	113.111	113.385	112.805	112.983	102606	0	0
2018.11.01	112.932	113.003	112.605	112.693	94565	0	0
2018.11.02	112.697	113.323	112.557	113.194	123089	0	0
2018.11.05	113.155	113.339	113.075	113.195	74126	0	0
2018.11.06	113.187	113.506	113.101	113.452	67312	0	0
2018.11.07	113.425	113.818	112.946	113.557	137703	0	0
2018.11.08	113.489	114.087	113.474	114.050	71874	0	0
2018.11.09	114.062	114.074	113.640	113.820	78876	0	0
2018.11.12	113.769	114.207	113.660	113.833	88723	0	0
2018.11.13	113.831	114.145	113.580	113.804	103135	0	0
2018.11.14	113.805	114.009	113.297	113.624	107159	0	0
2018.11.15	113.607	113.708	113.099	113.623	110903	0	0
2018.11.16	113.617	113.633	112.643	112.838	98109	0	0
2018.11.19	112.748	112.875	112.420	112.554	90561	0	0
2018.11.20	112.548	112.844	112.305	112.745	99937	0	0
2018.11.21	112.760	113.148	112.644	113.047	78054	0	0
2018.11.22	113.050	113.211	112.885	112.934	72361	0	0
2018.11.23	112.929	113.010	112.661	112.916	60991	0	0
2018.11.26	112.898	113.651	112.877	113.601	73126	0	0
2018.11.27	113.551	113.844	113.415	113.773	71465	0	0
2018.11.28	113.768	114.036	113.442	113.686	69737	0	0
2018.11.29	113.674	113.681	113.190	113.477	68775	0	0
2018.11.30	113.477	113.717	113.310	113.522	57993	0	0
2018.12.03	113.640	113.821	113.375	113.637	61565	0	0
2018.12.04	113.638	113.654	112.576	112.784	91527	0	0
2018.12.05	112.749	113.241	112.649	113.186	52062	0	0
2018.12.06	113.187	113.195	112.232	112.674	137538	0	0
2018.12.07	112.648	112.927	112.554	112.684	105547	0	0
2018.12.10	112.592	113.366	112.240	113.315	111760	0	0
2018.12.11	113.317	113.466	113.007	113.386	92101	0	0
2018.12.12	113.358	113.520	113.141	113.270	88653	0	0
2018.12.13	113.270	113.709	113.168	113.606	73544	0	0
2018.12.14	113.594	113.674	113.208	113.396	73661	0	0
2018.12.17	113.336	113.521	112.682	112.828	72133	0	0
2018.12.18	112.826	112.854	112.250	112.523	86786	0	0
2018.12.19	112.493	112.665	112.089	112.481	109875	0	0
2018.12.20	112.475	112.604	110.813	111.286	150163	0	0
2018.12.21	111.279	111.460	110.934	111.197	139483	0	0
2018.12.24	110.937	111.191	110.267	110.330	138039	0	0
2018.12.26	110.248	111.409	110.139	111.362	90150	0	0
2018.12.27	111.340	111.340	110.456	110.986	188585	0	0
2018.12.28	110.967	111.009	110.144	110.297	127013	0	0
2018.12.31	110.230	110.475	109.636	109.686	76232	0	0
2019.01.02	109.666	109.726	108.708	108.878	117088	0	0
2019.01.03	108.869	108.882	104.629	107.637	186010	0	0
2019.01.04	107.640	108.589	107.513	108.515	155027	0	0
2019.01.07	108.482	108.747	108.019	108.714	99798	0	0
2019.01.08	108.720	109.087	108.441	108.741	102215	0	0
2019.01.09	108.718	109.004	107.973	108.132	106403	0	0
2019.01.10	108.155	108.518	107.770	108.425	109341	0	0
2019.01.11	108.423	108.599	108.145	108.554	82439	0	0
2019.01.14	108.510	108.547	107.987	108.161	60775	0	0
2019.01.15	108.154	108.767	108.137	108.694	93094	0	0
2019.01.16	108.658	109.196	108.370	109.094	71932	0	0
2019.01.17	109.088	109.404	108.686	109.243	109462	0	0
2019.01.18	109.242	109.891	109.056	109.766	82638	0	0
2019.01.21	109.688	109.761	109.475	109.654	55672	0	0
2019.01.22	109.648	109.693	109.145	109.364	67471	0	0
2019.01.23	109.369	110.000	109.321	109.615	72360	0	0
2019.01.24	109.571	109.800	109.421	109.637	78124	0	0
2019.01.25	109.638	109.951	109.455	109.547	77438	0	0
2019.01.28	109.538	109.574	109.162	109.331	68943	0	0
2019.01.29	109.314	109.541	109.130	109.366	67042	0	0
2019.01.30	109.374	109.743	108.809	109.048	76817	0	0
2019.01.31	109.026	109.065	108.497	108.857	73719	0	0
2019.02.01	108.843	109.582	108.725	109.502	67402	0	0
2019.02.04	109.512	110.164	109.433	109.907	54864	0	0
2019.02.05	109.856	110.041	109.779	109.963	56588	0	0
2019.02.06	109.958	110.053	109.559	109.976	57965	0	0
2019.02.07	109.971	110.088	109.606	109.821	70181	0	0
2019.02.08	109.807	109.898	109.648	109.759	62537	0	0
2019.02.11	109.736	110.468	109.733	110.386	57952	0	0
2019.02.12	110.373	110.652	110.346	110.484	57347	0	0
2019.02.13	110.463	111.054	110.418	111.001	57431	0	0
2019.02.14	111.003	111.129	110.458	110.481	73274	0	0
2019.02.15	110.476	110.647	110.250	110.439	67402	0	0
2019.02.18	110.437	110.651	110.437	110.604	54743	0	0
2019.02.19	110.588	110.825	110.452	110.602	56075	0	0
2019.02.20	110.621	110.950	110.520	110.850	59778	0	0
2019.02.21	110.838	110.863	110.565	110.708	63860	0	0
2019.02.22	110.679	110.907	110.557	110.651	56704	0	0
2019.02.25	110.648	111.236	110.578	111.061	61812	0	0
2019.02.26	111.060	111.076	110.420	110.578	54887	0	0
2019.02.27	110.580	111.074	110.354	110.993	59253	0	0
2019.02.28	110.984	111.494	110.660	111.382	63409	0	0
2019.03.01	111.387	112.078	111.324	111.924	58955	0	0
2019.03.04	111.832	112.014	111.640	111.747	51853	0	0
2019.03.05	111.730	112.138	111.711	111.884	46880	0	0
2019.03.06	111.885	111.924	111.615	111.774	47655	0	0
2019.03.07	111.760	111.856	111.483	111.583	48564	0	0
2019.03.08	111.531	111.652	110.782	111.174	59585	0	0
2019.03.11	110.998	111.308	110.878	111.211	42479	0	0
2019.03.12	111.183	111.467	111.110	111.347	51685	0	0
2019.03.13	111.358	111.465	111.005	111.144	46901	0	0
2019.03.14	111.138	111.833	111.120	111.705	57905	0	0
2019.03.15	111.676	111.902	111.384	111.512	50423	0	0
2019.03.18	111.463	111.629	111.297	111.424	39269	0	0
2019.03.19	111.427	111.477	111.158	111.412	42545	0	0
2019.03.20	111.393	111.694	110.536	110.699	56362	0	0
2019.03.21	110.683	110.959	110.299	110.811	56945	0	0
2019.03.22	110.811	110.898	109.742	109.946	74780	0	0
2019.03.25	109.908	110.241	109.707	109.962	69578	0	0
2019.03.26	109.957	110.689	109.905	110.625	70388	0	0
2019.03.27	110.631	110.713	110.235	110.510	80382	0	0
2019.03.28	110.509	110.832	110.019	110.653	77056	0	0
2019.03.29	110.616	110.950	110.534	110.833	64113	0	0
2019.04.01	111.018	111.443	110.807	111.347	57490	0	0
2019.04.02	111.343	111.456	111.248	111.318	45662	0	0
2019.04.03	111.314	111.579	111.209	111.491	53243	0	0
2019.04.04	111.484	111.654	111.336	111.654	45664	0	0
2019.04.05	111.643	111.823	111.549	111.709	46251	0	0
2019.04.08	111.660	111.741	111.281	111.495	42014	0	0
2019.04.09	111.452	111.579	110.980	111.144	43714	0	0
2019.04.10	111.130	111.279	110.844	111.007	43575	0	0
2019.04.11	111.000	111.696	110.897	111.657	45532	0	0
2019.04.12	111.641	112.094	111.586	112.009	48228	0	0
2019.04.15	111.955	112.098	111.888	112.035	34241	0	0
2019.04.16	112.034	112.044	111.846	112.016	42501	0	0
2019.04.17	111.967	112.165	111.922	112.066	43210	0	0
2019.04.18	112.050	112.062	111.766	111.975	48843	0	0
2019.04.19	111.976	112.008	111.895	111.919	38499	0	0
2019.04.22	111.864	111.992	111.837	111.937	29480	0	0
2019.04.23	111.933	112.034	111.652	111.863	41877	0	0
2019.04.24	111.860	112.400	111.682	112.194	49453	0	0
2019.04.25	112.183	112.239	111.370	111.615	56664	0	0
2019.04.26	111.596	112.004	111.429	111.560	56066	0	0
2019.04.29	111.540	111.899	111.540	111.639	29950	0	0
2019.04.30	111.643	111.689	111.236	111.432	46556	0	0
2019.05.01	111.407	111.614	111.050	111.381	37262	0	0
2019.05.02	111.368	111.665	111.350	111.507	48007	0	0
2019.05.03	111.494	111.704	111.070	111.109	44301	0	0
2019.05.06	110.600	110.959	110.283	110.865	60351	0	0
2019.05.07	110.748	110.854	110.169	110.245	68493	0	0
2019.05.08	110.233	110.293	109.904	110.100	75553	0	0
2019.05.09	110.091	110.109	109.472	109.762	81332	0	0
2019.05.10	109.666	110.050	109.470	109.972	93925	0	0
2019.05.13	109.756	109.837	109.019	109.305	81627	0	0
2019.05.14	109.287	109.773	109.146	109.606	65013	0	0
2019.05.15	109.612	109.703	109.155	109.586	73649	0	0
2019.05.16	109.584	109.968	109.335	109.844	64887	0	0
2019.05.17	109.843	110.193	109.494	110.031	84757	0	0
2019.05.20	110.103	110.318	109.810	110.060	70859	0	0
2019.05.21	110.056	110.673	110.010	110.485	63334	0	0
2019.05.22	110.491	110.626	110.241	110.355	59606	0	0
2019.05.23	110.346	110.365	109.459	109.600	79913	0	0
2019.05.24	109.595	109.745	109.274	109.293	65583	0	0
2019.05.27	109.257	109.585	109.257	109.524	40622	0	0
2019.05.28	109.504	109.630	109.211	109.371	72053	0	0
2019.05.29	109.372	109.699	109.149	109.589	82112	0	0
2019.05.30	109.591	109.926	109.474	109.626	69530	0	0
2019.05.31	109.619	109.621	108.279	108.291	100375	0	0
2019.06.03	108.277	108.447	107.884	108.066	90922	0	0
2019.06.04	108.067	108.359	107.845	108.147	83999	0	0
2019.06.05	108.141	108.486	107.814	108.455	85625	0	0
2019.06.06	108.459	108.563	108.027	108.385	82877	0	0
2019.06.07	108.393	108.617	107.881	108.196	76577	0	0
2019.06.10	108.485	108.716	108.312	108.452	59651	0	0
2019.06.11	108.429	108.800	108.350	108.517	62380	0	0
2019.06.12	108.515	108.565	108.217	108.506	76053	0	0
2019.06.13	108.505	108.538	108.165	108.390	72058	0	0
2019.06.14	108.298	108.587	108.159	108.542	71859	0	0
2019.06.17	108.497	108.725	108.470	108.530	50472	0	0
2019.06.18	108.530	108.677	108.061	108.441	80183	0	0
2019.06.19	108.452	108.618	107.901	108.101	72440	0	0
2019.06.20	108.102	108.143	107.214	107.306	100967	0	0
2019.06.21	107.293	107.735	107.048	107.334	86363	0	0
2019.06.24	107.298	107.537	107.249	107.293	64498	0	0
2019.06.25	107.291	107.410	106.779	107.160	89923	0	0
2019.06.26	107.173	107.850	107.099	107.780	76323	0	0
2019.06.27	107.779	108.162	107.649	107.770	68553	0	0
2019.06.28	107.777	107.934	107.562	107.922	71943	0	0
2019.07.01	108.178	108.532	108.102	108.429	71713	0	0
2019.07.02	108.425	108.476	107.765	107.915	62793	0	0
2019.07.03	107.866	107.918	107.533	107.828	60021	0	0
2019.07.04	107.806	107.842	107.708	107.814	42530	0	0
2019.07.05	107.812	108.638	107.781	108.471	60473	0	0
2019.07.08	108.419	108.806	108.280	108.726	52239	0	0
2019.07.09	108.719	108.964	108.677	108.856	50986	0	0
2019.07.10	108.853	108.991	108.348	108.463	59854	0	0
2019.07.11	108.457	108.532	107.860	108.492	55216	0	0
2019.07.12	108.491	108.610	107.805	107.895	55673	0	0
2019.07.15	107.875	108.110	107.799	107.907	44709	0	0
2019.07.16	107.910	108.377	107.821	108.234	57279	0	0
2019.07.17	108.237	108.327	107.936	107.939	47328	0	0
2019.07.18	107.946	108.016	107.212	107.299	64811	0	0
2019.07.19	107.288	107.980	107.217	107.718	64795	0	0
2019.07.22	107.716	108.069	107.698	107.864	49152	0	0
2019.07.23	107.858	108.287	107.825	108.218	49294	0	0
2019.07.24	108.217	108.276	107.935	108.179	42470	0	0
2019.07.25	108.186	108.756	108.043	108.634	52591	0	0
2019.07.26	108.630	108.828	108.561	108.678	43527	0	0
2019.07.29	108.624	108.900	108.421	108.783	33269	0	0
2019.07.30	108.781	108.949	108.454	108.599	58610	0	0
2019.07.31	108.589	109.000	108.492	108.760	67528	0	0
2019.08.01	108.749	109.320	107.257	107.332	93201	0	0
2019.08.02	107.336	107.569	106.510	106.632	132102	0	0
2019.08.05	106.528	106.682	105.786	105.948	131499	0	0
2019.08.06	105.942	107.088	105.521	106.460	131378	0	0
2019.08.07	106.473	106.473	105.497	106.273	133897	0	0
2019.08.08	106.271	106.301	105.894	106.073	95671	0	0
2019.08.09	106.073	106.089	105.268	105.612	80055	0	0
2019.08.12	105.556	105.693	105.051	105.295	64360	0	0
2019.08.13	105.263	106.979	105.067	106.744	97936	0	0
2019.08.14	106.739	106.769	105.653	105.912	100885	0	0
2019.08.15	105.907	106.778	105.703	106.121	131559	0	0
2019.08.16	106.115	106.495	106.026	106.368	77753	0	0
2019.08.19	106.251	106.698	106.241	106.627	57998	0	0
2019.08.20	106.630	106.692	106.162	106.230	56831	0	0
2019.08.21	106.223	106.646	106.220	106.611	48119	0	0
2019.08.22	106.621	106.654	106.252	106.446	62527	0	0
2019.08.23	106.428	106.734	105.255	105.409	95608	0	0
2019.08.26	104.988	106.415	104.446	106.122	137788	0	0
2019.08.27	106.099	106.153	105.591	105.763	84890	0	0
2019.08.28	105.735	106.231	105.652	106.112	77491	0	0
2019.08.29	106.110	106.683	105.830	106.508	77261	0	0
2019.08.30	106.518	106.546	106.106	106.251	72431	0	0
2019.09.02	106.068	106.399	105.920	106.191	51531	0	0
2019.09.03	106.210	106.385	105.738	105.940	76481	0	0
2019.09.04	105.934	106.444	105.829	106.409	65207	0	0
2019.09.05	106.379	107.230	106.303	106.952	85197	0	0
2019.09.06	106.925	107.102	106.622	106.921	74605	0	0
2019.09.09	106.826	107.276	106.762	107.232	57466	0	0
2019.09.10	107.244	107.588	107.184	107.536	65969	0	0
2019.09.11	107.539	107.858	107.494	107.845	55778	0	0
2019.09.12	107.808	108.189	107.521	108.116	89153	0	0
2019.09.13	108.060	108.260	107.907	108.113	61209	0	0
2019.09.16	107.469	108.167	107.457	108.150	78361	0	0
2019.09.17	108.105	108.370	108.022	108.110	67696	0	0
2019.09.18	108.115	108.478	108.086	108.448	64084	0	0
2019.09.19	108.444	108.473	107.787	108.053	75268	0	0
2019.09.20	108.015	108.088	107.527	107.558	69618	0	0
2019.09.23	107.697	107.770	107.311	107.541	54406	0	0
2019.09.24	107.537	107.798	106.962	107.085	72711	0	0
2019.09.25	107.060	107.885	106.984	107.766	82400	0	0
2019.09.26	107.764	107.959	107.425	107.843	69052	0	0
2019.09.27	107.825	108.182	107.657	107.933	73263	0	0
2019.09.30	107.963	108.178	107.744	108.069	61601	0	0
2019.10.01	108.080	108.470	107.626	107.752	69795	0	0
2019.10.02	107.740	107.894	107.046	107.182	79884	0	0
2019.10.03	107.178	107.298	106.484	106.909	91513	0	0
2019.10.04	106.914	107.133	106.554	106.907	68378	0	0
2019.10.07	106.648	107.464	106.648	107.258	57191	0	0
2019.10.08	107.260	107.445	106.806	107.083	79941	0	0
2019.10.09	107.083	107.628	106.933	107.476	60790	0	0
2019.10.10	107.475	108.019	107.034	107.944	100726	0	0
2019.10.11	107.962	108.626	107.842	108.408	89797	0	0
2019.10.14	108.338	108.523	108.034	108.400	52066	0	0
2019.10.15	108.398	108.900	108.157	108.865	64943	0	0
2019.10.16	108.861	108.864	108.558	108.762	71328	0	0
2019.10.17	108.769	108.939	108.454	108.657	71119	0	0
2019.10.18	108.651	108.724	108.387	108.402	58134	0	0
2019.10.21	108.428	108.663	108.289	108.604	55950	0	0
2019.10.22	108.607	108.726	108.440	108.487	48784	0	0
2019.10.23	108.480	108.704	108.250	108.692	58460	0	0
2019.10.24	108.688	108.753	108.496	108.634	52914	0	0
2019.10.25	108.598	108.774	108.510	108.669	47251	0	0
2019.10.28	108.700	109.040	108.658	108.965	38039	0	0
2019.10.29	108.931	109.070	108.756	108.892	43333	0	0
2019.10.30	108.883	109.286	108.722	108.844	54198	0	0
2019.10.31	108.841	108.898	107.928	108.026	64549	0	0
2019.11.01	108.031	108.325	107.888	108.178	49405	0	0
2019.11.04	108.218	108.650	108.182	108.576	39095	0	0
2019.11.05	108.574	109.246	108.539	109.173	52290	0	0
2019.11.06	109.153	109.188	108.818	108.982	45733	0	0
2019.11.07	108.957	109.488	108.648	109.284	64575	0	0
2019.11.08	109.280	109.476	109.080	109.246	53121	0	0
2019.11.11	109.194	109.246	108.897	109.048	29483	0	0
2019.11.12	109.051	109.294	108.924	109.028	47563	0	0
2019.11.13	108.998	109.151	108.655	108.813	47971	0	0
2019.11.14	108.819	108.864	108.243	108.406	50737	0	0
2019.11.15	108.418	108.856	108.365	108.775	39091	0	0
2019.11.18	108.777	109.073	108.512	108.676	41741	0	0
2019.11.19	108.676	108.837	108.452	108.543	47667	0	0
2019.11.20	108.538	108.740	108.348	108.614	59757	0	0
2019.11.21	108.611	108.697	108.278	108.610	62597	0	0
2019.11.22	108.633	108.732	108.477	108.644	47354	0	0
2019.11.25	108.676	108.979	108.609	108.927	39291	0	0
2019.11.26	108.902	109.209	108.876	109.067	45258	0	0
2019.11.27	109.040	109.610	109.010	109.527	35246	0	0
2019.11.28	109.515	109.563	109.333	109.515	28310	0	0
2019.11.29	109.517	109.670	109.398	109.471	40256	0	0
2019.12.02	109.487	109.728	108.926	108.973	48607	0	0
2019.12.03	108.977	109.208	108.484	108.637	58105	0	0
2019.12.04	108.632	108.964	108.428	108.869	54369	0	0
2019.12.05	108.860	109.000	108.656	108.758	47109	0	0
2019.12.06	108.758	108.923	108.528	108.574	41375	0	0
2019.12.09	108.592	108.677	108.430	108.547	30391	0	0
2019.12.10	108.553	108.769	108.514	108.745	40070	0	0
2019.12.11	108.715	108.856	108.464	108.555	39405	0	0
2019.12.12	108.555	109.448	108.457	109.302	55003	0	0
2019.12.13	109.297	109.706	108.886	109.346	73837	0	0
2019.12.16	109.274	109.676	109.274	109.565	33111	0	0
2019.12.17	109.536	109.633	109.444	109.495	30642	0	0
2019.12.18	109.482	109.629	109.400	109.577	30796	0	0
2019.12.19	109.541	109.686	109.183	109.354	35444	0	0
2019.12.20	109.364	109.526	109.256	109.455	28890	0	0
2019.12.23	109.410	109.538	109.340	109.388	27609	0	0
2019.12.24	109.395	109.441	109.326	109.363	29232	0	0
2019.12.26	109.371	109.684	109.338	109.637	25191	0	0
2019.12.27	109.624	109.624	109.390	109.455	47378	0	0
2019.12.30	109.410	109.480	108.767	108.877	39995	0	0
2019.12.31	108.878	108.884	108.472	108.624	32400	0	0
2020.01.02	108.727	108.866	108.212	108.557	35688	0	0
2020.01.03	108.564	108.632	107.842	108.117	68624	0	0
2020.01.06	107.844	108.507	107.771	108.373	58352	0	0
2020.01.07	108.332	108.630	108.262	108.458	53109	0	0
2020.01.08	108.441	109.244	107.653	109.130	106474	0	0
2020.01.09	109.034	109.583	109.013	109.523	52547	0	0
2020.01.10	109.516	109.690	109.433	109.490	38999	0	0
2020.01.13	109.529	109.946	109.503	109.940	31795	0	0
2020.01.14	109.943	110.212	109.855	109.998	46380	0	0
2020.01.15	109.981	110.013	109.790	109.902	39976	0	0
2020.01.16	109.893	110.178	109.855	110.163	36012	0	0
2020.01.17	110.138	110.290	110.048	110.163	33464	0	0
2020.01.20	110.079	110.218	110.079	110.184	22912	0	0
2020.01.21	110.185	110.223	109.762	109.876	43310	0	0
2020.01.22	109.862	110.100	109.829	109.838	36461	0	0
2020.01.23	109.837	109.858	109.267	109.493	45188	0	0
2020.01.24	109.492	109.654	109.174	109.281	42922	0	0
2020.01.27	108.865	109.138	108.732	108.903	68562	0	0
2020.01.28	108.889	109.202	108.756	109.147	48642	0	0
2020.01.29	109.144	109.263	108.977	109.020	43021	0	0
2020.01.30	109.010	109.064	108.584	108.934	70050	0	0
2020.01.31	108.953	109.136	108.308	108.361	64911	0	0
2020.02.03	108.464	108.799	108.309	108.670	62908	0	0
2020.02.04	108.664	109.545	108.550	109.524	48416	0	0
2020.02.05	109.520	109.846	109.305	109.831	55545	0	0
2020.02.06	109.818	110.004	109.699	109.998	40985	0	0
2020.02.07	109.988	110.021	109.533	109.763	50671	0	0
2020.02.10	109.688	109.878	109.561	109.776	49191	0	0
2020.02.11	109.771	109.966	109.723	109.789	37134	0	0
2020.02.12	109.785	110.134	109.766	110.097	36106	0	0
2020.02.13	110.081	110.090	109.618	109.828	56828	0	0
2020.02.14	109.813	109.912	109.699	109.775	37648	0	0
2020.02.17	109.827	109.962	109.720	109.872	25595	0	0
2020.02.18	109.871	109.948	109.658	109.872	42978	0	0
