<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.08.23	100.315	100.385	99.937	100.230	115775	128524150000	9
2016.08.24	100.228	100.605	100.092	100.438	110016	129506601000	9
2016.08.25	100.438	100.612	100.297	100.510	96531	112796267000	9
2016.08.26	100.490	101.939	100.059	101.739	134699	152998723000	9
2016.08.29	102.070	102.387	101.827	101.908	112199	112903652000	9
2016.08.30	101.901	103.131	101.744	102.959	117496	127077290000	9
2016.08.31	102.937	103.528	102.854	103.414	121464	130836184000	9
2016.09.01	103.410	103.994	103.057	103.219	129648	137707933000	9
2016.09.02	103.189	104.316	102.794	103.746	146469	148664513000	9
2016.09.05	104.065	104.132	103.141	103.401	104390	97594826000	9
2016.09.06	103.400	103.804	101.928	102.012	142212	141654066000	9
2016.09.07	102.001	102.124	101.193	101.720	137530	136092851000	9
2016.09.08	101.723	102.592	101.409	102.497	141915	145798796000	9
2016.09.09	102.479	103.051	101.961	102.562	145170	152905749000	9
2016.09.12	102.550	102.663	101.558	101.824	147215	158090686000	9
2016.09.13	101.833	102.744	101.417	102.543	150158	161662442000	9
2016.09.14	102.550	103.353	102.245	102.423	139513	145842268000	9
2016.09.15	102.380	102.752	101.922	102.076	142081	153180687000	9
2016.09.16	102.061	102.457	101.735	102.232	125491	135613155000	9
2016.09.19	102.112	102.411	101.574	101.917	106643	102147400000	9
2016.09.20	101.922	102.060	101.531	101.714	110933	119030786000	9
2016.09.21	101.691	102.780	100.294	100.319	186418	176610308000	9
2016.09.22	100.306	100.928	100.094	100.745	122400	122513211000	9
2016.09.23	100.736	101.238	100.670	100.865	133007	134104102000	9
2016.09.26	100.924	101.070	100.244	100.318	105789	146932888000	9
2016.09.27	100.298	100.983	100.081	100.413	146078	148549326000	9
2016.09.28	100.403	100.813	100.256	100.670	126545	130816125000	9
2016.09.29	100.664	101.835	100.644	101.008	154917	154340793000	9
2016.09.30	100.998	101.777	100.741	101.322	161563	151367334000	9
2016.10.03	101.208	101.668	101.125	101.632	110437	100571531000	9
2016.10.04	101.632	102.962	101.566	102.905	155475	148721794000	9
2016.10.05	102.882	103.665	102.664	103.488	135144	126675798000	9
2016.10.06	103.484	104.157	103.344	103.941	127970	128285345000	9
2016.10.07	103.923	104.019	102.853	102.876	159365	143346293000	9
2016.10.10	103.230	103.784	102.805	103.607	107265	106681670000	9
2016.10.11	103.580	104.067	103.168	103.520	144016	127698402000	9
2016.10.12	103.490	104.477	103.273	104.189	136036	120908700000	9
2016.10.13	104.203	104.630	103.329	103.670	127107	102585131000	9
2016.10.14	103.690	104.475	103.603	104.046	142839	121362827000	9
2016.10.17	104.315	104.366	103.784	103.878	115332	101943834000	9
2016.10.18	103.884	104.196	103.677	103.862	107162	94865690000	9
2016.10.19	103.854	103.944	103.161	103.439	105128	94246295000	9
2016.10.20	103.420	104.100	103.339	103.936	113010	98717758000	9
2016.10.21	103.928	104.202	103.517	103.689	106023	93878037000	9
2016.10.24	103.816	104.317	103.717	104.170	99689	92190394000	9
2016.10.25	104.160	104.870	104.108	104.210	119574	105464693000	9
2016.10.26	104.208	104.614	104.016	104.461	107337	76360500000	9
2016.10.27	104.455	105.345	104.293	105.276	128808	106596658000	9
2016.10.28	105.270	105.528	104.461	104.725	149305	120486301000	9
2016.10.31	104.563	105.229	104.520	104.761	113487	92302465000	9
2016.11.01	104.760	105.114	103.794	104.063	147053	123350919000	9
2016.11.02	104.062	104.162	103.015	103.330	165978	130620322000	9
2016.11.03	103.331	103.437	102.544	102.961	156818	142069359000	9
2016.11.04	102.960	103.350	102.825	103.093	153352	140406390000	9
2016.11.07	103.963	104.627	103.759	104.461	141313	129518419000	9
2016.11.08	104.465	105.187	104.292	105.157	139617	132799117000	9
2016.11.09	105.130	105.884	101.186	105.664	341483	292448369000	9
2016.11.10	105.647	106.942	104.954	106.788	249106	194840147000	9
2016.11.11	106.784	106.929	106.026	106.620	198911	177055114000	9
2016.11.14	106.842	108.539	106.728	108.405	201923	165608060000	9
2016.11.15	108.397	109.333	107.765	109.169	192889	168925718000	9
2016.11.16	109.165	109.752	108.788	109.054	183933	173219221000	9
2016.11.17	109.058	110.172	108.548	110.095	198798	177633921000	9
2016.11.18	110.114	110.948	109.796	110.867	198099	154470169000	9
2016.11.21	112.004	112.004	110.450	110.791	195534	150166843000	9
2016.11.22	110.741	111.350	110.264	111.119	191564	150969746000	9
2016.11.23	111.134	112.969	110.848	112.476	162373	126499449000	9
2016.11.24	112.478	113.529	112.366	113.292	147448	114376704000	9
2016.11.25	113.271	113.895	112.548	113.213	188735	129434983000	9
2016.11.28	112.796	112.968	111.353	111.924	193606	139351026000	9
2016.11.29	111.916	113.336	111.614	112.385	181469	133385358000	9
2016.11.30	112.371	114.534	112.051	114.444	207939	148300899000	9
2016.12.01	114.406	114.821	113.826	114.055	188122	105544868000	9
2016.12.02	114.064	114.200	113.324	113.439	160155	98769739000	9
2016.12.05	113.195	114.769	112.859	113.850	177797	97379327000	9
2016.12.06	113.817	114.182	113.497	113.999	128790	78863237000	9
2016.12.07	113.977	114.398	113.409	113.743	122098	75366062000	9
2016.12.08	113.738	114.370	113.120	114.026	159918	90384037000	9
2016.12.09	113.999	115.363	113.978	115.219	137089	85925787000	9
2016.12.12	115.375	116.118	114.847	115.012	156871	83250001000	9
2016.12.13	115.009	115.473	114.731	115.175	143622	91115050000	9
2016.12.14	115.163	117.387	114.766	117.024	156627	99825036000	9
2016.12.15	117.014	118.659	117.004	118.159	218692	135352095000	9
2016.12.16	118.182	118.423	117.467	117.776	172466	124207184000	9
2016.12.19	117.936	117.956	116.543	117.074	155821	114667520000	9
2016.12.20	117.096	118.238	116.983	117.835	158510	118845699000	9
2016.12.21	117.826	118.065	117.103	117.534	137160	106664421000	9
2016.12.22	117.526	117.872	117.263	117.504	118979	96641453000	9
2016.12.23	117.506	117.604	117.166	117.198	89301	73059162000	9
2016.12.26	117.034	117.216	116.862	117.061	18033	14791313000	9
2016.12.27	117.050	117.613	117.015	117.411	95885	83511619000	9
2016.12.28	117.385	117.809	117.051	117.242	108826	92928195000	9
2016.12.29	117.157	117.242	116.227	116.539	152684	130634868000	9
2016.12.30	116.508	117.192	116.037	116.814	181324	137122286000	9
2017.01.02	116.780	117.651	116.634	117.478	43827	37425258000	9
2017.01.03	117.461	118.602	117.210	117.731	173432	147091435000	9
2017.01.04	117.720	118.182	117.047	117.214	172525	141471272000	9
2017.01.05	117.215	117.425	115.213	115.339	222906	153808965000	9
2017.01.06	115.328	117.175	115.065	116.942	190299	135880459000	9
2017.01.09	116.993	117.528	115.949	116.005	157851	117525648000	9
2017.01.10	115.999	116.340	115.192	115.759	188619	135899268000	9
2017.01.11	115.743	116.870	114.239	115.399	218378	157508934000	9
2017.01.12	115.401	115.502	113.750	114.703	229931	162459681000	9
2017.01.13	114.674	115.440	114.154	114.338	184292	121693602000	9
2017.01.16	114.221	114.462	113.617	114.174	131932	87764749000	9
2017.01.17	114.174	114.279	112.591	112.609	217208	149813222000	9
2017.01.18	112.611	114.754	112.566	114.631	183822	142874763000	9
2017.01.19	114.630	115.616	114.397	114.842	210633	185612200000	9
2017.01.20	114.838	115.382	114.206	114.464	210636	195571582000	9
2017.01.23	114.313	114.414	112.680	112.686	212531	203488484000	9
2017.01.24	112.679	113.891	112.519	113.789	194258	186270718000	9
2017.01.25	113.747	113.985	113.033	113.258	187262	183563508000	9
2017.01.26	113.233	114.853	113.044	114.505	187443	178477571000	9
2017.01.27	114.508	115.372	114.386	115.028	169915	168413093000	9
2017.01.30	114.761	114.946	113.442	113.750	177602	183487655000	9
2017.01.31	113.733	113.961	112.076	112.784	212783	211885313000	9
2017.02.01	112.771	113.948	112.636	113.224	189274	195488872000	9
2017.02.02	113.230	113.360	112.048	112.783	186472	190595963000	9
2017.02.03	112.782	113.470	112.311	112.443	170913	170401464000	9
2017.02.06	112.384	112.772	111.618	111.726	166664	171916035000	9
2017.02.07	111.708	112.573	111.588	112.375	162301	170480646000	9
2017.02.08	112.354	112.540	111.627	111.924	163598	164408895000	9
2017.02.09	111.921	113.342	111.731	113.247	147751	148619057000	9
2017.02.10	113.236	113.854	112.853	113.065	157944	156988159000	9
2017.02.13	113.513	114.164	113.435	113.724	139124	144600288000	9
2017.02.14	113.721	114.495	113.245	114.238	159385	160937969000	9
2017.02.15	114.218	114.953	113.859	114.140	147762	149348146000	9
2017.02.16	114.144	114.305	113.081	113.214	152739	156571127000	9
2017.02.17	113.240	113.497	112.614	112.697	143385	146964204000	9
2017.02.20	112.886	113.234	112.786	113.068	104552	109051633000	9
2017.02.21	113.077	113.773	113.011	113.669	133019	130847181000	9
2017.02.22	113.654	113.726	112.904	113.315	152617	147299850000	9
2017.02.23	113.302	113.451	112.547	112.601	137760	126868787000	9
2017.02.24	112.569	112.952	111.931	112.006	135048	127726015000	9
2017.02.27	112.120	112.837	111.913	112.683	137377	128234402000	9
2017.02.28	112.678	112.895	111.685	112.752	148990	137745602000	9
2017.03.01	112.733	114.044	112.714	113.712	178852	154456370000	9
2017.03.02	113.696	114.588	113.678	114.409	139181	130858038000	9
2017.03.03	114.406	114.745	113.807	113.886	152282	150730961000	9
2017.03.06	113.879	114.132	113.555	113.881	122691	123955936000	9
2017.03.07	113.848	114.152	113.726	113.968	114234	114906885000	9
2017.03.08	113.935	114.755	113.604	114.317	142339	141977282000	9
2017.03.09	114.312	114.997	114.297	114.932	166349	165523002000	9
2017.03.10	114.933	115.500	114.650	114.717	168182	161818153000	9
2017.03.13	114.764	114.915	114.478	114.843	137403	135544877000	9
2017.03.14	114.844	115.191	114.515	114.730	130401	126456489000	9
2017.03.15	114.729	114.881	113.169	113.457	145221	140202524000	9
2017.03.16	113.459	113.544	112.900	113.294	159023	156984113000	9
2017.03.17	113.294	113.488	112.560	112.702	122753	122543712000	9
2017.03.20	112.639	112.894	112.453	112.495	102515	101892296000	9
2017.03.21	112.498	112.865	111.540	111.776	163067	158992467000	9
2017.03.22	111.775	111.788	110.728	111.260	185569	178016126000	9
2017.03.23	111.260	111.576	110.625	110.973	177580	173535924000	9
2017.03.24	110.971	111.478	110.623	111.217	163056	157572084000	9
2017.03.27	110.919	111.043	110.106	110.652	160264	157716045000	9
2017.03.28	110.633	111.198	110.174	111.129	143425	142551980000	9
2017.03.29	111.133	111.313	110.712	111.032	142946	137959487000	9
2017.03.30	111.006	111.942	110.938	111.899	144205	138954407000	9
2017.03.31	111.890	112.193	111.239	111.264	145476	139303324000	9
2017.04.03	111.355	111.584	110.852	110.884	131218	131034671000	9
2017.04.04	110.880	110.928	110.265	110.724	148430	141623367000	9
2017.04.05	110.709	111.451	110.534	110.693	149930	146208642000	9
2017.04.06	110.682	111.138	110.286	110.794	150550	146210573000	9
2017.04.07	110.779	111.362	110.126	110.971	181929	169111931000	9
2017.04.10	111.057	111.579	110.807	110.929	195510	0	50
2017.04.11	110.936	110.936	109.603	109.610	238096	0	50
2017.04.12	109.601	109.869	108.960	108.994	261874	0	50
2017.04.13	109.030	109.393	108.725	109.093	246295	0	50
2017.04.14	109.090	109.224	108.546	108.605	93675	0	50
2017.04.17	108.699	109.054	108.132	108.905	158871	0	50
2017.04.18	108.900	109.222	108.322	108.442	232249	0	50
2017.04.19	108.410	109.178	108.380	108.847	155550	85285926000	9
2017.04.20	108.846	109.484	108.716	109.284	127383	126550188000	9
2017.04.21	109.281	109.419	108.878	108.993	126338	118380652000	9
2017.04.24	110.259	110.359	109.659	109.779	238054	325569706	0
2017.04.25	109.787	111.190	109.594	111.074	191820	315927502	0
2017.04.26	111.073	111.774	110.869	111.052	174305	129210452529	0
2017.04.27	111.040	111.596	110.990	111.252	137975	135684604000	0
2017.04.28	111.235	111.713	111.068	111.495	125236	121638448000	9
2017.05.01	111.268	111.929	111.206	111.831	112087	1238940817	0
2017.05.02	111.819	112.307	111.781	111.999	137846	960150820	0
2017.05.03	111.985	112.777	111.961	112.762	139617	770866739	0
2017.05.04	112.736	113.049	112.319	112.466	163436	780162676	0
2017.05.05	112.458	112.808	112.089	112.620	166909	730662150	0
2017.05.08	112.934	113.294	112.396	113.252	161405	439858947	0
2017.05.09	113.249	114.329	113.133	114.001	163642	404269149	0
2017.05.10	113.971	114.370	113.629	114.289	160719	365073323	0
2017.05.11	114.265	114.368	113.457	113.863	147336	582330761	0
2017.05.12	113.852	113.952	113.198	113.348	155858	605203145	0
2017.05.15	113.154	113.855	113.143	113.791	128452	983018511	0
2017.05.16	113.778	113.785	112.930	113.113	151510	566805934	0
2017.05.17	113.108	113.130	110.791	110.808	272722	361577252	0
2017.05.18	110.833	111.740	110.236	111.486	367663	84902574	0
2017.05.19	111.471	111.699	111.039	111.279	226921	425581484	0
2017.05.22	111.019	111.607	110.875	111.300	148280	870527397	0
2017.05.23	111.288	111.860	110.862	111.788	214516	469508983	0
2017.05.24	111.778	112.130	111.479	111.487	190217	1323383671	0
2017.05.25	111.478	111.952	111.478	111.835	157592	598361851	0
2017.05.26	111.821	111.855	110.879	111.322	169477	970668387	0
2017.05.29	111.177	111.469	111.162	111.268	88896	4092352614	0
2017.05.30	111.240	111.306	110.665	110.839	160589	844859556	0
2017.05.31	110.829	111.227	110.482	110.760	168102	693846279	0
2017.06.01	110.764	111.482	110.682	111.366	154867	458672350	0
2017.06.02	111.348	111.711	110.331	110.422	174740	174739	0
2017.06.05	110.347	110.732	110.310	110.476	110606	110603	0
2017.06.06	110.450	110.526	109.227	109.402	190875	190874	0
2017.06.07	109.386	109.883	109.116	109.821	174623	174622	0
2017.06.08	109.805	110.386	109.382	110.039	196947	196946	0
2017.06.09	109.972	110.813	109.765	110.328	220114	220113	0
2017.06.12	110.313	110.442	109.632	109.942	150507	150507	0
2017.06.13	109.930	110.272	109.774	110.067	114073	114072	0
2017.06.14	110.065	110.343	108.806	109.579	189406	189405	0
2017.06.15	109.567	110.980	109.269	110.945	182225	182224	0
2017.06.16	110.917	111.418	110.645	110.862	158471	158470	0
2017.06.19	110.879	111.600	110.729	111.529	114216	114216	0
2017.06.20	111.522	111.787	111.308	111.447	131285	131284	0
2017.06.21	111.455	111.740	111.070	111.376	119592	119591	0
2017.06.22	111.379	111.447	110.950	111.315	111686	111685	0
2017.06.23	111.329	111.432	111.153	111.288	87899	87898	0
2017.06.26	111.173	111.946	111.122	111.863	103090	103090	0
2017.06.27	111.820	112.467	111.462	112.352	151278	151277	0
2017.06.28	112.314	112.416	111.831	112.326	180417	180416	0
2017.06.29	112.279	112.926	111.812	112.168	182833	182832	0
2017.06.30	112.172	112.605	111.731	112.417	177764	177763	0
2017.07.03	112.112	113.472	112.097	113.384	117300	117300	0
2017.07.04	113.367	113.452	112.739	113.282	119130	119129	0
2017.07.05	113.272	113.686	112.824	113.258	141414	141413	0
2017.07.06	113.266	113.470	112.887	113.212	137044	137043	0
2017.07.07	113.209	114.179	113.104	113.898	146514	146513	0
2017.07.10	113.886	114.302	113.886	114.037	105540	105540	0
2017.07.11	114.027	114.496	113.718	113.949	134894	134893	0
2017.07.12	113.937	113.966	112.928	113.170	158720	158719	0
2017.07.13	113.152	113.528	112.860	113.293	130135	130134	0
2017.07.14	113.272	113.578	112.260	112.532	121802	121801	0
2017.07.17	112.466	112.868	112.328	112.628	106760	106760	0
2017.07.18	112.613	112.684	111.687	112.056	148591	148590	0
2017.07.19	112.061	112.233	111.554	111.935	117276	117275	0
2017.07.20	111.962	112.418	111.480	111.897	165603	165602	0
2017.07.21	111.902	112.079	111.012	111.139	145136	145135	0
2017.07.24	111.112	111.320	110.622	111.100	114700	114700	0
2017.07.25	111.085	111.958	110.830	111.881	132730	132729	0
2017.07.26	111.881	112.203	111.061	111.176	148674	148673	0
2017.07.27	111.174	111.712	110.781	111.270	191484	191483	0
2017.07.28	111.214	111.330	110.548	110.694	168145	168144	0
2017.07.31	110.665	110.773	110.215	110.258	127150	127150	0
2017.08.01	110.252	110.590	109.918	110.386	159298	159297	0
2017.08.02	110.356	110.984	110.283	110.743	160156	160155	0
2017.08.03	110.664	110.828	109.855	110.049	158143	158142	0
2017.08.04	110.040	111.050	109.845	110.680	148958	148957	0
2017.08.07	110.718	110.920	110.645	110.729	114541	114541	0
2017.08.08	110.738	110.830	110.248	110.345	113014	113013	0
2017.08.09	110.331	110.365	109.559	110.064	156064	156063	0
2017.08.10	110.062	110.180	109.150	109.208	156208	156207	0
2017.08.11	109.188	109.406	108.724	109.150	162075	162075	0
2017.08.14	109.167	109.801	109.036	109.651	137897	137897	0
2017.08.15	109.603	110.848	109.603	110.677	186068	186067	0
2017.08.16	110.656	110.949	110.030	110.191	192535	192534	0
2017.08.17	110.192	110.372	109.445	109.565	276791	276790	0
2017.08.18	109.567	109.600	108.603	109.194	296097	296096	0
2017.08.21	109.334	109.422	108.638	108.966	194339	194339	0
2017.08.22	108.967	109.655	108.843	109.555	159897	159896	0
2017.08.23	109.566	109.825	108.920	109.033	179196	179195	0
2017.08.24	109.041	109.604	108.847	109.546	199266	199265	0
2017.08.25	109.556	109.844	109.111	109.333	206752	206751	0
2017.08.28	109.139	109.413	109.023	109.252	146219	146219	0
2017.08.29	109.228	109.904	108.267	109.755	300649	300648	0
2017.08.30	109.681	110.440	109.540	110.232	195740	195739	0
2017.08.31	110.220	110.672	109.880	109.970	220717	220716	0
2017.09.01	109.970	110.483	109.563	110.247	201208	201208	0
2017.09.04	109.518	109.934	109.383	109.710	145246	145246	0
2017.09.05	109.721	109.834	108.630	108.808	234366	234365	0
2017.09.06	108.796	109.396	108.447	109.241	229022	229021	0
2017.09.07	109.218	109.263	108.047	108.461	239269	239268	0
2017.09.08	108.418	108.486	107.317	107.830	265212	265211	0
2017.09.11	108.171	109.505	108.116	109.376	191139	191139	0
2017.09.12	109.396	110.254	109.239	110.166	190135	190134	0
2017.09.13	110.151	110.691	109.902	110.489	179905	179904	0
2017.09.14	110.474	111.042	110.064	110.235	197001	197000	0
2017.09.15	110.234	111.334	109.549	110.840	242204	242203	0
2017.09.18	111.056	111.663	110.997	111.563	179609	179609	0
2017.09.19	111.568	111.881	111.202	111.595	218327	218326	0
2017.09.20	111.586	112.534	111.098	112.177	210639	210638	0
2017.09.21	112.206	112.716	112.134	112.484	221491	221490	0
2017.09.22	112.459	112.554	111.653	111.993	210679	210678	0
2017.09.25	112.142	112.530	111.474	111.716	233696	233696	0
2017.09.26	111.723	112.476	111.497	112.235	210181	210180	0
2017.09.27	112.223	113.257	112.219	112.804	243056	243055	0
2017.09.28	112.818	113.210	112.253	112.338	232972	232971	0
2017.09.29	112.322	112.736	112.213	112.484	182672	182671	0
2017.10.02	112.631	113.059	112.445	112.760	184067	184067	0
2017.10.03	112.751	113.195	112.628	112.839	186895	186894	0
2017.10.04	112.843	112.938	112.321	112.757	188312	188311	0
2017.10.05	112.750	112.920	112.413	112.821	164096	164095	0
2017.10.06	112.809	113.438	112.606	112.650	192311	192310	0
2017.10.09	112.590	112.745	112.328	112.684	112372	112372	0
2017.10.10	112.671	112.827	111.989	112.453	182268	182267	0
2017.10.11	112.439	112.585	112.079	112.497	172601	172600	0
2017.10.12	112.488	112.519	112.126	112.293	161247	161246	0
2017.10.13	112.277	112.304	111.686	111.834	140397	140396	0
2017.10.16	111.763	112.290	111.652	112.185	104415	104415	0
2017.10.17	112.180	112.479	112.036	112.196	124230	124229	0
2017.10.18	112.193	113.049	112.135	112.932	125868	125867	0
2017.10.19	112.924	113.148	112.294	112.544	157655	157654	0
2017.10.20	112.532	113.569	112.513	113.511	160269	160268	0
2017.10.23	113.858	114.098	113.244	113.432	138746	138746	0
2017.10.24	113.431	114.023	113.248	113.908	154104	154103	0
2017.10.25	113.891	114.244	113.480	113.736	186210	186209	0
2017.10.26	113.738	114.078	113.340	113.991	167036	167035	0
2017.10.27	113.970	114.452	113.639	113.672	169270	169269	0
2017.10.30	113.722	113.834	113.026	113.177	111821	111820	0
2017.10.31	113.166	113.732	112.956	113.637	133244	133243	0
2017.11.01	113.631	114.281	113.603	114.182	153122	153121	0
2017.11.02	114.173	114.217	113.536	114.084	163755	163754	0
2017.11.03	114.083	114.429	113.625	114.055	114706	114706	0
2017.11.06	114.002	114.738	113.694	113.706	151801	151801	0
2017.11.07	113.693	114.342	113.690	113.982	156860	156859	0
2017.11.08	113.991	114.023	113.394	113.872	158137	158136	0
2017.11.09	113.865	114.068	113.091	113.468	234714	234713	0
2017.11.10	113.463	113.635	113.221	113.510	183475	183474	0
2017.11.13	113.436	113.714	113.243	113.624	143702	143702	0
2017.11.14	113.621	113.912	113.309	113.452	151320	151319	0
2017.11.15	113.449	113.496	112.478	112.873	220626	220625	0
2017.11.16	112.874	113.332	112.736	113.056	163542	163541	0
2017.11.17	113.040	113.143	111.945	112.148	192483	192482	0
2017.11.20	112.113	112.719	111.885	112.618	197452	0	0
2017.11.21	112.611	112.705	112.176	112.440	153211	0	0
2017.11.22	112.440	112.494	111.141	111.219	172659	0	0
2017.11.23	111.210	111.380	111.067	111.217	117460	0	0
2017.11.24	111.200	111.623	111.193	111.525	140413	0	0
2017.11.27	111.511	111.692	110.842	111.098	181764	0	0
2017.11.28	111.088	111.640	110.931	111.477	198674	0	0
2017.11.29	111.472	112.150	111.366	111.937	214471	0	0
2017.11.30	111.912	112.640	111.736	112.533	208094	0	0
2017.12.01	112.528	112.875	111.404	112.177	301745	0	0
2017.12.04	112.796	113.089	112.364	112.402	227398	0	0
2017.12.05	112.394	112.865	112.378	112.586	183371	0	0
2017.12.06	112.590	112.632	111.992	112.291	200390	0	0
2017.12.07	112.283	113.158	112.219	113.082	177154	0	0
2017.12.08	113.080	113.591	113.076	113.465	154538	0	0
2017.12.11	113.524	113.690	113.242	113.551	140896	0	0
2017.12.12	113.546	113.751	113.371	113.549	118113	0	0
2017.12.13	113.541	113.575	112.459	112.535	163058	0	0
2017.12.14	112.528	112.883	112.063	112.402	163784	0	0
2017.12.15	112.382	112.744	112.031	112.603	161461	0	0
2017.12.18	112.725	112.830	112.309	112.540	136953	0	0
2017.12.19	112.535	113.079	112.510	112.885	134319	0	0
2017.12.20	112.883	113.466	112.839	113.386	136371	0	0
2017.12.21	113.388	113.637	113.200	113.322	128038	0	0
2017.12.22	113.326	113.448	113.253	113.279	115734	0	0
2017.12.26	113.248	113.353	113.120	113.232	104160	0	0
2017.12.27	113.230	113.382	113.148	113.329	137870	0	0
2017.12.28	113.346	113.346	112.663	112.865	124379	0	0
2017.12.29	112.864	112.971	112.473	112.671	127022	0	0
2018.01.02	112.578	112.792	112.055	112.287	122874	0	0
2018.01.03	112.275	112.609	112.171	112.509	107319	0	0
2018.01.04	112.503	112.864	112.462	112.749	126184	0	0
2018.01.05	112.732	113.309	112.717	113.071	129208	0	0
2018.01.08	113.139	113.387	112.881	113.090	94740	0	0
2018.01.09	113.088	113.179	112.366	112.648	156288	0	0
2018.01.10	112.644	112.785	111.269	111.430	192666	0	0
2018.01.11	111.429	111.875	111.044	111.267	179025	0	0
2018.01.12	111.257	111.696	110.913	111.034	190863	0	0
2018.01.15	111.075	111.184	110.329	110.521	160792	0	0
2018.01.16	110.529	110.984	110.246	110.472	186023	0	0
2018.01.17	110.449	111.346	110.193	111.303	211018	0	0
2018.01.18	111.279	111.482	110.693	111.103	200430	0	0
2018.01.19	111.094	111.131	110.490	110.825	193510	0	0
2018.01.22	110.569	111.223	110.501	110.934	151268	0	0
2018.01.23	110.913	111.179	110.252	110.289	185969	0	0
2018.01.24	110.306	110.336	108.968	109.221	220629	0	0
2018.01.25	109.214	109.704	108.500	109.410	300251	0	0
2018.01.26	109.407	109.771	108.282	108.632	278527	0	0
2018.01.29	108.701	109.203	108.508	108.958	218628	0	0
2018.01.30	108.948	109.205	108.413	108.780	237317	0	0
2018.01.31	108.773	109.446	108.595	109.182	249162	0	0
2018.02.01	109.187	109.751	109.095	109.403	217717	0	0
2018.02.02	109.398	110.484	109.279	110.175	267583	0	0
2018.02.05	110.178	110.290	108.990	109.146	315943	0	0
2018.02.06	109.082	109.654	108.456	109.559	509847	0	0
2018.02.07	109.552	109.710	108.919	109.334	305318	0	0
2018.02.08	109.320	109.784	108.581	108.755	372863	0	0
2018.02.09	108.734	109.310	108.046	108.786	436579	0	0
2018.02.12	108.842	108.886	108.436	108.659	240766	0	0
2018.02.13	108.653	108.780	107.409	107.815	259811	0	0
2018.02.14	107.818	107.903	106.721	107.016	314244	0	0
2018.02.15	106.995	107.007	106.035	106.147	295856	0	0
2018.02.16	106.119	106.399	105.546	106.292	253931	0	0
2018.02.19	106.328	106.728	106.094	106.586	155209	0	0
2018.02.20	106.586	107.378	106.560	107.323	190330	0	0
2018.02.21	107.323	107.903	107.278	107.774	228950	0	0
2018.02.22	107.755	107.769	106.595	106.753	223272	0	0
2018.02.23	106.745	107.134	106.512	106.846	170547	0	0
2018.02.26	107.181	107.181	106.375	106.949	190717	0	0
2018.02.27	106.906	107.676	106.784	107.326	206410	0	0
2018.02.28	107.323	107.527	106.565	106.683	207113	0	0
2018.03.01	106.675	107.204	106.163	106.239	295945	0	0
2018.03.02	106.223	106.298	105.247	105.717	270025	0	0
2018.03.05	105.445	106.239	105.351	106.198	223138	0	0
2018.03.06	106.196	106.466	105.853	106.119	212819	0	0
2018.03.07	106.124	106.222	105.455	106.061	262440	0	0
2018.03.08	106.056	106.315	105.891	106.197	193752	0	0
2018.03.09	106.196	107.054	106.155	106.818	204746	0	0
2018.03.12	106.650	106.973	106.315	106.413	163250	0	0
2018.03.13	106.409	107.294	106.254	106.577	213227	0	0
2018.03.14	106.570	106.749	106.064	106.325	199121	0	0
2018.03.15	106.318	106.414	105.785	106.341	190188	0	0
2018.03.16	106.339	106.377	105.603	105.990	177499	0	0
2018.03.19	105.912	106.307	105.678	106.096	202333	0	0
2018.03.20	106.088	106.608	105.929	106.536	195480	0	0
2018.03.21	106.535	106.640	105.880	106.045	184367	0	0
2018.03.22	106.047	106.085	105.261	105.280	298505	0	0
2018.03.23	105.273	105.402	104.634	104.735	345277	0	0
2018.03.26	104.657	105.481	104.631	105.400	212383	0	0
2018.03.27	105.402	105.904	105.324	105.330	218672	0	0
2018.03.28	105.327	107.012	105.325	106.852	278937	0	0
2018.03.29	106.833	106.934	106.267	106.428	201967	0	0
2018.03.30	106.422	106.538	106.123	106.291	103927	0	0
2018.04.02	106.171	106.450	105.658	105.903	180457	0	0
2018.04.03	105.876	106.657	105.692	106.604	214539	0	0
2018.04.04	106.607	106.847	105.990	106.773	244043	0	0
2018.04.05	106.776	107.493	106.711	107.385	192107	0	0
2018.04.06	107.370	107.461	106.776	106.946	278853	0	0
2018.04.09	106.945	107.203	106.616	106.747	179714	0	0
2018.04.10	106.749	107.399	106.618	107.200	228405	0	0
2018.04.11	107.189	107.251	106.650	106.791	194157	0	0
2018.04.12	106.776	107.430	106.700	107.348	173810	0	0
2018.04.13	107.299	107.779	107.204	107.360	172529	0	0
2018.04.16	107.470	107.608	107.036	107.114	142965	0	0
2018.04.17	107.098	107.212	106.882	107.007	130266	0	0
2018.04.18	106.989	107.385	106.978	107.226	134287	0	0
2018.04.19	107.222	107.516	107.182	107.370	153485	0	0
2018.04.20	107.349	107.857	107.347	107.630	165616	0	0
2018.04.23	107.770	108.753	107.662	108.701	152176	0	0
2018.04.24	108.693	109.202	108.543	108.812	178099	0	0
2018.04.25	108.806	109.454	108.785	109.425	189386	0	0
2018.04.26	109.413	109.469	109.065	109.302	164430	0	0
2018.04.27	109.294	109.539	108.958	109.058	160236	0	0
2018.04.30	109.062	109.453	109.021	109.325	124057	0	0
2018.05.01	109.327	109.889	109.235	109.862	137088	0	0
2018.05.02	109.853	110.036	109.595	109.848	170095	0	0
2018.05.03	109.837	109.885	108.930	109.196	179302	0	0
