<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.06.24	1.13840	1.14278	1.09113	1.10912	298052	429939034000	7
2016.06.27	1.10024	1.10833	1.09705	1.10237	211882	220133990000	7
2016.06.28	1.10235	1.11112	1.10098	1.10647	154073	245216723000	7
2016.06.29	1.10641	1.11300	1.10489	1.11235	152566	224389449000	7
2016.06.30	1.11170	1.11541	1.10238	1.11048	172106	269098391000	7
2016.07.01	1.11014	1.11689	1.10716	1.11361	133497	192669653000	7
2016.07.04	1.11245	1.11591	1.10975	1.11532	94539	127629900000	7
2016.07.05	1.11528	1.11862	1.10619	1.10750	128447	202579142000	7
2016.07.06	1.10709	1.11112	1.10288	1.10989	159080	236141099000	7
2016.07.07	1.10969	1.11069	1.10522	1.10601	128413	186064340000	7
2016.07.08	1.10601	1.11198	1.10016	1.10497	124816	196034624000	7
2016.07.11	1.10448	1.10743	1.10153	1.10568	115627	177721959000	7
2016.07.12	1.10556	1.11260	1.10517	1.10604	142857	228770318000	7
2016.07.13	1.10595	1.11195	1.10418	1.10883	133693	217916982000	7
2016.07.14	1.10877	1.11644	1.10850	1.11191	150937	244531316000	7
2016.07.15	1.11173	1.11486	1.10240	1.10244	140172	290529903000	7
2016.07.18	1.10497	1.10839	1.10372	1.10748	108109	200246449000	7
2016.07.19	1.10735	1.10801	1.09996	1.10189	109057	197807737000	7
2016.07.20	1.10187	1.10298	1.09810	1.10129	105232	211557165000	7
2016.07.21	1.10122	1.10600	1.09793	1.10237	134508	218944428000	7
2016.07.22	1.10229	1.10406	1.09551	1.09747	118458	172925190000	7
2016.07.25	1.09725	1.09986	1.09516	1.09942	100144	158289821000	7
2016.07.26	1.09927	1.10294	1.09778	1.09855	103516	159726966000	7
2016.07.27	1.09821	1.10647	1.09314	1.10583	119260	178606045000	7
2016.07.28	1.10570	1.11191	1.10519	1.10757	117064	166491563000	7
2016.07.29	1.10763	1.11972	1.10720	1.11743	140309	180590161000	7
2016.08.01	1.11715	1.11831	1.11548	1.11614	101194	116101428000	7
2016.08.02	1.11602	1.12334	1.11573	1.12209	116373	132347202000	7
2016.08.03	1.12202	1.12265	1.11403	1.11474	99248	124760270000	7
2016.08.04	1.11478	1.11561	1.11135	1.11282	110679	136334548000	7
2016.08.05	1.11252	1.11608	1.10453	1.10867	103834	123608737000	7
2016.08.08	1.10795	1.11046	1.10716	1.10878	88072	110596909000	7
2016.08.09	1.10855	1.11221	1.10700	1.11169	93176	125489494000	7
2016.08.10	1.11151	1.11898	1.11114	1.11744	106029	148655311000	7
2016.08.11	1.11744	1.11909	1.11349	1.11354	107170	166227314000	7
2016.08.12	1.11356	1.12209	1.11309	1.11634	109188	166632641000	7
2016.08.15	1.11659	1.12032	1.11530	1.11825	83715	114617140000	7
2016.08.16	1.11820	1.13221	1.11770	1.12772	123356	156360444000	7
2016.08.17	1.12773	1.13155	1.12403	1.12874	114477	142330543000	7
2016.08.18	1.12837	1.13661	1.12837	1.13536	121750	152999492000	7
2016.08.19	1.13521	1.13591	1.13037	1.13237	110099	135203091000	7
2016.08.22	1.13087	1.13302	1.12707	1.13190	105292	135779511000	7
2016.08.23	1.13180	1.13548	1.13028	1.13041	100937	130072512000	7
2016.08.24	1.13039	1.13111	1.12448	1.12628	109242	135104472000	7
2016.08.25	1.12625	1.12970	1.12588	1.12833	82751	90615060000	7
2016.08.26	1.12783	1.13406	1.11806	1.11856	122981	144472650000	7
2016.08.29	1.11823	1.12074	1.11575	1.11889	94988	100022902000	7
2016.08.30	1.11873	1.11920	1.11317	1.11418	96173	107449318000	7
2016.08.31	1.11400	1.11650	1.11227	1.11571	103050	116624197000	7
2016.09.01	1.11562	1.12048	1.11272	1.11957	105894	115765550000	7
2016.09.02	1.11927	1.12518	1.11449	1.11449	119722	128319760000	7
2016.09.05	1.11564	1.11819	1.11393	1.11458	81686	85491202000	7
2016.09.06	1.11456	1.12627	1.11404	1.12555	110662	111752409000	7
2016.09.07	1.12516	1.12706	1.12283	1.12385	109600	113161874000	7
2016.09.08	1.12384	1.13266	1.12340	1.12607	127443	130598616000	7
2016.09.09	1.12596	1.12849	1.11981	1.12235	121473	129108171000	7
2016.09.12	1.12304	1.12680	1.12100	1.12349	126786	135125284000	7
2016.09.13	1.12331	1.12601	1.12036	1.12182	124533	151370242000	7
2016.09.14	1.12180	1.12737	1.12097	1.12495	116530	145098461000	7
2016.09.15	1.12488	1.12833	1.12187	1.12435	123670	140884762000	7
2016.09.16	1.12422	1.12497	1.11492	1.11535	119434	138333230000	7
2016.09.19	1.11531	1.11975	1.11505	1.11731	99139	108852103000	7
2016.09.20	1.11729	1.12131	1.11495	1.11501	113779	141376137000	7
2016.09.21	1.11486	1.11962	1.11228	1.11878	134851	142583455000	7
2016.09.22	1.11865	1.12569	1.11844	1.12068	110922	113265798000	7
2016.09.23	1.12068	1.12403	1.11935	1.12149	105350	107434035000	7
2016.09.26	1.12290	1.12788	1.12204	1.12524	100826	130637233000	7
2016.09.27	1.12533	1.12586	1.11906	1.12137	119008	128073938000	7
2016.09.28	1.12152	1.12365	1.11814	1.12163	121252	120679241000	7
2016.09.29	1.12160	1.12496	1.11965	1.12210	127561	141757934000	7
2016.09.30	1.12212	1.12503	1.11531	1.12399	159432	177491298000	7
2016.10.03	1.12262	1.12439	1.12049	1.12096	103336	123027778000	7
2016.10.04	1.12101	1.12384	1.11376	1.12042	146345	178500846000	7
2016.10.05	1.12015	1.12330	1.11894	1.12031	127464	149862744000	7
2016.10.06	1.12030	1.12121	1.11395	1.11493	127469	158984828000	7
2016.10.07	1.11481	1.12048	1.11040	1.11931	187746	208004910000	7
2016.10.10	1.11810	1.12028	1.11309	1.11390	109958	137254865000	7
2016.10.11	1.11346	1.11419	1.10486	1.10530	147615	175804876000	7
2016.10.12	1.10530	1.10673	1.10041	1.10046	152051	162336030000	7
2016.10.13	1.10063	1.10573	1.09851	1.10547	121174	119271680000	7
2016.10.14	1.10543	1.10582	1.09699	1.09711	133087	135381567000	7
2016.10.17	1.09689	1.10076	1.09635	1.09985	109813	107652751000	7
2016.10.18	1.09994	1.10262	1.09697	1.09794	108880	105709438000	7
2016.10.19	1.09783	1.10044	1.09547	1.09735	111049	108488167000	7
2016.10.20	1.09720	1.10388	1.09154	1.09285	119987	109650577000	7
2016.10.21	1.09281	1.09293	1.08590	1.08736	107479	96972547000	7
2016.10.24	1.08801	1.08993	1.08592	1.08812	95964	89487546000	7
2016.10.25	1.08800	1.09045	1.08507	1.08880	117030	103118316000	7
2016.10.26	1.08863	1.09462	1.08740	1.09069	100906	67804537000	7
2016.10.27	1.09068	1.09418	1.08821	1.08945	113193	98784317000	7
2016.10.28	1.08960	1.09915	1.08926	1.09745	125686	101993231000	7
2016.10.31	1.09841	1.09907	1.09355	1.09762	99166	88512027000	7
2016.11.01	1.09761	1.10686	1.09597	1.10564	114514	97073809000	7
2016.11.02	1.10571	1.11228	1.10493	1.10946	130446	111010135000	7
2016.11.03	1.10950	1.11255	1.10595	1.11050	127812	117473429000	7
2016.11.04	1.11052	1.11405	1.10795	1.11375	117117	110484553000	7
2016.11.07	1.10616	1.11099	1.10270	1.10395	113657	109802749000	7
2016.11.08	1.10396	1.10667	1.10083	1.10257	105103	95019544000	7
2016.11.09	1.10238	1.12991	1.09066	1.09077	289426	246325550000	7
2016.11.10	1.09083	1.09533	1.08645	1.08907	179357	158515922000	7
2016.11.11	1.08932	1.09229	1.08301	1.08503	169227	160288414000	7
2016.11.14	1.08316	1.08403	1.07087	1.07358	188186	168089765000	7
2016.11.15	1.07357	1.08161	1.07138	1.07215	159227	143879007000	7
2016.11.16	1.07205	1.07592	1.06656	1.06898	149265	134831474000	7
2016.11.17	1.06899	1.07453	1.06197	1.06241	159831	151420646000	7
2016.11.18	1.06216	1.06425	1.05687	1.05826	173588	144443074000	7
2016.11.21	1.05915	1.06488	1.05785	1.06264	167387	142489429000	7
2016.11.22	1.06256	1.06575	1.05835	1.06243	152885	133228806000	7
2016.11.23	1.06220	1.06433	1.05258	1.05516	150838	125758637000	7
2016.11.24	1.05485	1.05849	1.05176	1.05517	136236	122215499000	7
2016.11.25	1.05462	1.06270	1.05291	1.05772	153514	127857968000	7
2016.11.28	1.06079	1.06854	1.05632	1.06122	157206	126086435000	7
2016.11.29	1.06116	1.06542	1.05645	1.06487	145680	126161934000	7
2016.11.30	1.06472	1.06662	1.05521	1.05870	172645	155226682000	7
2016.12.01	1.05891	1.06683	1.05842	1.06596	143640	101646983000	7
2016.12.02	1.06581	1.06896	1.06248	1.06538	126286	87408156000	7
2016.12.05	1.06171	1.07959	1.05044	1.07631	167247	104697022000	7
2016.12.06	1.07617	1.07850	1.06979	1.07177	108323	72887150000	7
2016.12.07	1.07153	1.07679	1.07095	1.07513	90536	62082559000	7
2016.12.08	1.07521	1.08734	1.05968	1.06121	136595	88045362000	7
2016.12.09	1.06117	1.06293	1.05306	1.05515	106246	72253473000	7
2016.12.12	1.05326	1.06513	1.05250	1.06336	110141	61094185000	7
2016.12.13	1.06333	1.06667	1.06034	1.06244	111390	78823399000	7
2016.12.14	1.06233	1.06698	1.04955	1.05340	130434	101128126000	7
2016.12.15	1.05308	1.05389	1.03660	1.04126	176714	127697118000	7
2016.12.16	1.04107	1.04738	1.04003	1.04401	131312	97566249000	7
2016.12.19	1.04374	1.04791	1.03922	1.04010	121196	97982474000	7
2016.12.20	1.03998	1.04175	1.03519	1.03867	115654	95671895000	7
2016.12.21	1.03846	1.04509	1.03819	1.04228	105491	92722104000	7
2016.12.22	1.04220	1.04989	1.04213	1.04355	110550	95386485000	7
2016.12.23	1.04326	1.04700	1.04262	1.04700	75127	62734680000	7
2016.12.26	1.04607	1.04668	1.03249	1.04491	47828	43544411000	7
2016.12.27	1.04493	1.04630	1.04319	1.04566	72758	70709541000	7
2016.12.28	1.04546	1.04795	1.03717	1.04102	93872	82631639000	7
2016.12.29	1.04162	1.04936	1.04079	1.04892	115168	94690233000	7
2016.12.30	1.04844	1.06522	1.04827	1.05068	148657	116766856000	7
2017.01.02	1.05100	1.05275	1.04480	1.04519	72920	62314105000	7
2017.01.03	1.04524	1.04898	1.03399	1.04044	139335	124695935000	7
2017.01.04	1.04044	1.04996	1.03895	1.04871	138590	120546394000	7
2017.01.05	1.04871	1.06149	1.04804	1.06055	170836	140005294000	7
2017.01.06	1.06005	1.06207	1.05235	1.05235	146008	118344198000	7
2017.01.09	1.05292	1.05826	1.05104	1.05723	125800	100548237000	7
2017.01.10	1.05718	1.06268	1.05506	1.05534	147523	114947119000	7
2017.01.11	1.05530	1.06226	1.04534	1.05818	180859	147089506000	7
2017.01.12	1.05818	1.06844	1.05710	1.06109	180739	138775694000	7
2017.01.13	1.06104	1.06730	1.05959	1.06420	140972	104055477000	7
2017.01.16	1.06023	1.06355	1.05789	1.05946	117923	93007350000	7
2017.01.17	1.05946	1.07190	1.05893	1.07120	171611	135952192000	7
2017.01.18	1.07111	1.07150	1.06278	1.06286	145054	119681807000	7
2017.01.19	1.06288	1.06763	1.05888	1.06627	167230	135222494000	7
2017.01.20	1.06610	1.07090	1.06248	1.06982	161072	144331742000	7
2017.01.23	1.07004	1.07688	1.06930	1.07631	156981	133345462000	7
2017.01.24	1.07643	1.07745	1.07199	1.07310	142073	124086980000	7
2017.01.25	1.07288	1.07694	1.07109	1.07465	139081	120542746000	7
2017.01.26	1.07477	1.07653	1.06572	1.06810	146134	129394794000	7
2017.01.27	1.06794	1.07247	1.06579	1.06968	129909	113458241000	7
2017.01.30	1.07023	1.07399	1.06200	1.06920	130424	110750726000	7
2017.01.31	1.06921	1.08120	1.06843	1.07968	168241	151410812000	7
2017.02.01	1.07958	1.08070	1.07298	1.07675	147733	134342550000	7
2017.02.02	1.07668	1.08284	1.07556	1.07569	150389	132245095000	7
2017.02.03	1.07570	1.07973	1.07106	1.07789	138674	119304954000	7
2017.02.06	1.07848	1.07906	1.07053	1.07488	128085	115591625000	7
2017.02.07	1.07392	1.07492	1.06558	1.06820	129264	112363678000	7
2017.02.08	1.06795	1.07138	1.06402	1.06969	128190	108838152000	7
2017.02.09	1.06971	1.07092	1.06505	1.06541	122349	101099097000	7
2017.02.10	1.06552	1.06674	1.06072	1.06377	126662	114422901000	7
2017.02.13	1.06276	1.06581	1.05917	1.05972	111130	106744780000	7
2017.02.14	1.05948	1.06331	1.05607	1.05764	122216	103411342000	7
2017.02.15	1.05738	1.06090	1.05210	1.05991	129683	116084030000	7
2017.02.16	1.05980	1.06790	1.05906	1.06727	129206	116495545000	7
2017.02.17	1.06725	1.06762	1.06051	1.06056	117825	104770343000	7
2017.02.20	1.06069	1.06326	1.06029	1.06103	94749	85139246000	7
2017.02.21	1.06099	1.06149	1.05255	1.05349	114609	100725140000	7
2017.02.22	1.05345	1.05737	1.04933	1.05573	130425	109538608000	7
2017.02.23	1.05526	1.05949	1.05373	1.05804	114714	94768004000	7
2017.02.24	1.05778	1.06176	1.05513	1.05513	114958	100126715000	7
2017.02.27	1.05622	1.06304	1.05511	1.05851	112006	97471144000	7
2017.02.28	1.05851	1.06298	1.05680	1.05757	119666	105352358000	7
2017.03.01	1.05731	1.05890	1.05138	1.05459	145664	126835189000	7
2017.03.02	1.05457	1.05512	1.04946	1.05059	119742	104994477000	7
2017.03.03	1.05058	1.06236	1.05015	1.06166	132864	125473297000	7
2017.03.06	1.06033	1.06397	1.05745	1.05803	110065	104138602000	7
2017.03.07	1.05806	1.06022	1.05580	1.05655	101958	94807972000	7
2017.03.08	1.05635	1.05738	1.05345	1.05392	114282	107358534000	7
2017.03.09	1.05392	1.06151	1.05247	1.05756	140205	124504405000	7
2017.03.10	1.05737	1.06988	1.05721	1.06712	133854	119181762000	7
2017.03.13	1.06832	1.07141	1.06519	1.06535	124435	111342427000	7
2017.03.14	1.06533	1.06624	1.05995	1.06077	114250	106060057000	7
2017.03.15	1.06077	1.07397	1.06042	1.07360	130081	112206709000	7
2017.03.16	1.07359	1.07738	1.07053	1.07715	139451	120738975000	7
2017.03.17	1.07715	1.07821	1.07272	1.07362	114154	104154429000	7
2017.03.20	1.07384	1.07770	1.07249	1.07363	97003	84523211000	7
2017.03.21	1.07363	1.08190	1.07189	1.08060	129951	116244520000	7
2017.03.22	1.08061	1.08245	1.07755	1.07919	127134	110369645000	7
2017.03.23	1.07919	1.08047	1.07677	1.07822	119707	107980394000	7
2017.03.24	1.07821	1.08178	1.07600	1.07957	110958	100135223000	7
2017.03.27	1.08316	1.09057	1.08266	1.08638	115047	97826696000	7
2017.03.28	1.08637	1.08723	1.07985	1.08123	101690	96475270000	7
2017.03.29	1.08117	1.08263	1.07396	1.07640	110785	100452985000	7
2017.03.30	1.07647	1.07695	1.06717	1.06740	109951	106763506000	7
2017.03.31	1.06742	1.07017	1.06462	1.06462	111341	106169950000	7
2017.04.03	1.06591	1.06807	1.06421	1.06683	95896	94785980000	7
2017.04.04	1.06690	1.06770	1.06354	1.06720	90474	86249557000	7
2017.04.05	1.06710	1.06887	1.06345	1.06624	101806	93236041000	7
2017.04.06	1.06611	1.06838	1.06287	1.06434	102924	97219376000	7
2017.04.07	1.06425	1.06664	1.05804	1.05884	121252	114542638000	7
2017.04.10	1.05876	1.06066	1.05698	1.05953	91407	0	50
2017.04.11	1.05948	1.06300	1.05786	1.06046	98917	0	50
2017.04.12	1.06043	1.06751	1.05887	1.06658	117877	0	50
2017.04.13	1.06622	1.06776	1.06091	1.06131	107136	0	50
2017.04.14	1.06130	1.06300	1.06058	1.06101	54471	0	50
2017.04.17	1.06109	1.06706	1.06028	1.06432	71491	0	50
2017.04.18	1.06437	1.07361	1.06370	1.07302	122167	0	50
2017.04.19	1.07307	1.07371	1.06995	1.07105	93454	56030791000	7
2017.04.20	1.07105	1.07773	1.07090	1.07153	88459	88006525000	7
2017.04.21	1.07151	1.07378	1.06820	1.07238	92060	85372950000	7
2017.04.24	1.08976	1.08993	1.08209	1.08654	154971	864041980	0
2017.04.25	1.08647	1.09501	1.08511	1.09283	104291	1627624564	0
2017.04.26	1.09274	1.09506	1.08554	1.09035	118542	93727238123	0
2017.04.27	1.09024	1.09325	1.08514	1.08714	107768	99539837000	0
2017.04.28	1.08702	1.09471	1.08567	1.08979	103931	92992443000	0
2017.05.01	1.09101	1.09241	1.08842	1.08992	58196	3503076731	0
2017.05.02	1.08980	1.09332	1.08883	1.09321	81516	2731202672	0
2017.05.03	1.09288	1.09370	1.08825	1.08839	99026	2118561634	0
2017.05.04	1.08840	1.09873	1.08750	1.09838	115748	2033428745	0
2017.05.05	1.09843	1.09997	1.09475	1.09994	112502	1705451620	0
2017.05.08	1.10187	1.10217	1.09163	1.09223	120561	1145063258	0
2017.05.09	1.09233	1.09336	1.08634	1.08740	110889	1537773325	0
2017.05.10	1.08723	1.08982	1.08532	1.08675	99134	2113297023	0
2017.05.11	1.08671	1.08930	1.08391	1.08606	91170	2696680458	0
2017.05.12	1.08607	1.09343	1.08557	1.09315	97510	2393627925	0
2017.05.15	1.09300	1.09896	1.09226	1.09752	81676	2469988932	0
2017.05.16	1.09751	1.10973	1.09728	1.10825	104790	2263488321	0
2017.05.17	1.10817	1.11623	1.10796	1.11605	133208	1257847923	0
2017.05.18	1.11578	1.11720	1.10758	1.11030	164678	896917721	0
2017.05.19	1.11013	1.12120	1.10959	1.12075	107492	2026770482	0
2017.05.22	1.11928	1.12635	1.11615	1.12374	93181	2495377605	0
2017.05.23	1.12372	1.12684	1.11750	1.11816	139079	1297466574	0
2017.05.24	1.11821	1.12200	1.11684	1.12182	128436	1847483420	0
2017.05.25	1.12182	1.12502	1.11936	1.12107	109287	1659575432	0
2017.05.26	1.12100	1.12346	1.11606	1.11777	113755	1907443628	0
2017.05.29	1.11688	1.11899	1.11618	1.11627	59720	2551172761	0
2017.05.30	1.11623	1.12055	1.11095	1.11850	117256	1956255154	0
2017.05.31	1.11842	1.12522	1.11645	1.12425	117212	1664336167	0
2017.06.01	1.12436	1.12568	1.12022	1.12122	102148	692996361	0
2017.06.02	1.12121	1.12851	1.12050	1.12798	103595	103594	0
2017.06.05	1.12704	1.12841	1.12343	1.12539	85826	85826	0
2017.06.06	1.12542	1.12841	1.12404	1.12771	103088	103087	0
2017.06.07	1.12765	1.12826	1.12040	1.12563	118201	118200	0
2017.06.08	1.12552	1.12692	1.11946	1.12125	138428	138427	0
2017.06.09	1.12122	1.12371	1.11664	1.11965	169840	169813	0
2017.06.12	1.12065	1.12322	1.11920	1.12044	96392	96392	0
2017.06.13	1.12005	1.12250	1.11853	1.12105	87623	87622	0
2017.06.14	1.12107	1.12960	1.11931	1.12183	156905	156904	0
2017.06.15	1.12176	1.12286	1.11321	1.11450	124434	124433	0
2017.06.16	1.11442	1.12016	1.11386	1.11943	93590	93589	0
2017.06.19	1.12060	1.12129	1.11432	1.11481	88782	88782	0
2017.06.20	1.11486	1.11652	1.11190	1.11340	104971	104970	0
2017.06.21	1.11337	1.11690	1.11274	1.11686	79225	79224	0
2017.06.22	1.11678	1.11780	1.11395	1.11513	73252	73251	0
2017.06.23	1.11510	1.12090	1.11453	1.11923	66004	66003	0
2017.06.26	1.11969	1.12199	1.11717	1.11815	79655	79655	0
2017.06.27	1.11792	1.13494	1.11789	1.13379	120023	120022	0
2017.06.28	1.13368	1.13908	1.12917	1.13764	157456	157455	0
2017.06.29	1.13775	1.14455	1.13744	1.14398	135010	135009	0
2017.06.30	1.14393	1.14454	1.13922	1.14195	135952	135951	0
2017.07.03	1.14164	1.14267	1.13552	1.13641	88344	88344	0
2017.07.04	1.13637	1.13770	1.13362	1.13447	88652	88651	0
2017.07.05	1.13402	1.13686	1.13126	1.13514	103343	103342	0
2017.07.06	1.13489	1.14249	1.13299	1.14233	106978	106977	0
2017.07.07	1.14214	1.14398	1.13797	1.14000	113021	113020	0
2017.07.10	1.13954	1.14182	1.13818	1.13992	74359	74359	0
2017.07.11	1.13995	1.14798	1.13829	1.14667	97489	97488	0
2017.07.12	1.14661	1.14895	1.13916	1.14117	136512	136511	0
2017.07.13	1.14115	1.14560	1.13706	1.13972	121658	121657	0
2017.07.14	1.13973	1.14718	1.13915	1.14668	107068	107067	0
2017.07.17	1.14730	1.14870	1.14349	1.14783	88751	88751	0
2017.07.18	1.14781	1.15831	1.14715	1.15532	143075	143074	0
2017.07.19	1.15541	1.15568	1.15097	1.15154	96850	96849	0
2017.07.20	1.15149	1.16583	1.14794	1.16311	173302	173301	0
2017.07.21	1.16285	1.16828	1.16191	1.16620	118040	118039	0
2017.07.24	1.16624	1.16843	1.16257	1.16405	103234	103234	0
2017.07.25	1.16402	1.17123	1.16308	1.16470	115261	115260	0
2017.07.26	1.16461	1.17401	1.16125	1.17330	134791	134790	0
2017.07.27	1.17329	1.17767	1.16501	1.16757	145362	145361	0
2017.07.28	1.16749	1.17640	1.16712	1.17485	131745	131744	0
2017.07.31	1.17460	1.18457	1.17232	1.18404	116063	116063	0
2017.08.01	1.18408	1.18442	1.17850	1.18022	119411	119410	0
2017.08.02	1.18011	1.19102	1.17937	1.18559	129501	129500	0
2017.08.03	1.18556	1.18931	1.18306	1.18685	118722	118721	0
2017.08.04	1.18676	1.18893	1.17282	1.17711	126571	126570	0
2017.08.07	1.17727	1.18142	1.17704	1.17956	93843	93843	0
2017.08.08	1.17953	1.18239	1.17154	1.17537	109622	109621	0
2017.08.09	1.17508	1.17638	1.16890	1.17582	142601	142600	0
2017.08.10	1.17591	1.17854	1.17043	1.17729	134986	134985	0
2017.08.11	1.17711	1.18473	1.17487	1.18214	133145	133144	0
2017.08.14	1.18199	1.18384	1.17698	1.17805	107889	107889	0
2017.08.15	1.17778	1.17927	1.16872	1.17345	131995	131994	0
2017.08.16	1.17340	1.17787	1.16811	1.17670	162150	162149	0
2017.08.17	1.17668	1.17900	1.16622	1.17234	185949	185948	0
2017.08.18	1.17226	1.17746	1.17085	1.17594	176881	176880	0
2017.08.21	1.17556	1.18282	1.17311	1.18148	109785	109785	0
2017.08.22	1.18133	1.18244	1.17451	1.17617	116772	116771	0
2017.08.23	1.17613	1.18232	1.17403	1.18064	115191	115190	0
2017.08.24	1.18068	1.18178	1.17842	1.17989	123076	123075	0
2017.08.25	1.17986	1.19417	1.17734	1.19210	162965	162964	0
2017.08.28	1.19397	1.19838	1.19170	1.19788	115702	115702	0
2017.08.29	1.19785	1.20704	1.19464	1.19729	217400	217399	0
2017.08.30	1.19721	1.19845	1.18806	1.18841	171027	171026	0
2017.08.31	1.18836	1.19126	1.18231	1.19086	177409	177408	0
2017.09.01	1.19093	1.19800	1.18495	1.18622	182825	182825	0
2017.09.04	1.18835	1.19221	1.18735	1.18929	121261	121260	0
2017.09.05	1.18885	1.19409	1.18683	1.19128	176932	176931	0
2017.09.06	1.19111	1.19504	1.19029	1.19170	180118	180117	0
2017.09.07	1.19169	1.20597	1.19136	1.20209	211542	211541	0
2017.09.08	1.20187	1.20924	1.20148	1.20310	207462	207461	0
2017.09.11	1.20155	1.20296	1.19478	1.19529	139985	139985	0
2017.09.12	1.19516	1.19782	1.19262	1.19664	142817	142816	0
2017.09.13	1.19665	1.19948	1.18730	1.18858	149705	149704	0
2017.09.14	1.18852	1.19224	1.18376	1.19184	167397	167396	0
2017.09.15	1.19182	1.19872	1.19009	1.19457	174896	174895	0
2017.09.18	1.19205	1.19694	1.19149	1.19542	135882	135882	0
2017.09.19	1.19489	1.20066	1.19489	1.19945	155484	155483	0
2017.09.20	1.19942	1.20343	1.18613	1.18945	191459	191458	0
2017.09.21	1.18906	1.19538	1.18657	1.19411	167520	167519	0
2017.09.22	1.19413	1.20047	1.19364	1.19467	152514	152513	0
2017.09.25	1.18977	1.19366	1.18320	1.18493	152882	152882	0
2017.09.26	1.18483	1.18616	1.17574	1.17934	165206	165205	0
2017.09.27	1.17920	1.17953	1.17170	1.17447	158275	158274	0
2017.09.28	1.17445	1.18040	1.17212	1.17866	159596	159595	0
2017.09.29	1.17857	1.18325	1.17725	1.18110	139659	139658	0
2017.10.02	1.17882	1.18151	1.17301	1.17322	136502	136502	0
2017.10.03	1.17322	1.17736	1.16963	1.17448	128850	128849	0
2017.10.04	1.17441	1.17876	1.17351	1.17600	131387	131386	0
2017.10.05	1.17586	1.17789	1.16990	1.17097	121232	121231	0
2017.10.06	1.17108	1.17388	1.16693	1.17347	150333	150333	0
2017.10.09	1.17276	1.17561	1.17195	1.17412	70536	70536	0
2017.10.10	1.17389	1.18254	1.17389	1.18080	136785	136784	0
2017.10.11	1.18073	1.18690	1.17952	1.18612	140602	140601	0
2017.10.12	1.18576	1.18798	1.18269	1.18303	126650	126649	0
2017.10.13	1.18295	1.18750	1.18053	1.18214	139970	139969	0
2017.10.16	1.18104	1.18196	1.17804	1.17962	108187	108187	0
2017.10.17	1.17954	1.17998	1.17361	1.17664	113946	113945	0
2017.10.18	1.17658	1.18054	1.17301	1.17872	119243	119242	0
2017.10.19	1.17874	1.18582	1.17678	1.18515	157880	157879	0
2017.10.20	1.18498	1.18580	1.17624	1.17789	155187	155186	0
2017.10.23	1.17645	1.17774	1.17249	1.17492	112249	112249	0
2017.10.24	1.17491	1.17929	1.17428	1.17603	122995	122994	0
2017.10.25	1.17616	1.18178	1.17530	1.18128	162147	162146	0
2017.10.26	1.18127	1.18368	1.16404	1.16526	177471	177470	0
2017.10.27	1.16499	1.16573	1.15742	1.16074	174834	174833	0
2017.10.30	1.16057	1.16579	1.15938	1.16513	109477	109476	0
2017.10.31	1.16506	1.16615	1.16251	1.16457	122366	122365	0
2017.11.01	1.16460	1.16574	1.16064	1.16179	137518	137517	0
2017.11.02	1.16173	1.16874	1.16130	1.16583	162067	162066	0
2017.11.03	1.16582	1.16912	1.15992	1.16094	120586	120585	0
2017.11.06	1.16139	1.16240	1.15804	1.16095	114356	114356	0
2017.11.07	1.16073	1.16155	1.15540	1.15868	115694	115693	0
2017.11.08	1.15854	1.16112	1.15792	1.15938	101621	101620	0
2017.11.09	1.15942	1.16550	1.15856	1.16410	129288	129287	0
2017.11.10	1.16416	1.16780	1.16229	1.16637	102787	102786	0
2017.11.13	1.16561	1.16752	1.16374	1.16667	80628	80628	0
2017.11.14	1.16668	1.18050	1.16615	1.17978	104564	104563	0
2017.11.15	1.17975	1.18607	1.17847	1.17910	139034	139033	0
2017.11.16	1.17901	1.18010	1.17566	1.17681	114394	114393	0
2017.11.17	1.17687	1.18218	1.17653	1.17895	125472	125471	0
2017.11.20	1.17847	1.18087	1.17223	1.17319	131628	0	0
2017.11.21	1.17323	1.17578	1.17130	1.17386	97675	0	0
2017.11.22	1.17374	1.18272	1.17321	1.18223	107081	0	0
2017.11.23	1.18214	1.18561	1.18132	1.18497	77611	0	0
2017.11.24	1.18473	1.19445	1.18368	1.19319	102033	0	0
2017.11.27	1.19234	1.19612	1.18956	1.18980	114981	0	0
2017.11.28	1.18971	1.19200	1.18270	1.18409	148222	0	0
2017.11.29	1.18366	1.18828	1.18165	1.18475	133641	0	0
2017.11.30	1.18459	1.19315	1.18089	1.19036	140668	0	0
2017.12.01	1.19027	1.19403	1.18508	1.18988	202771	0	0
2017.12.04	1.18599	1.18787	1.18292	1.18657	127277	0	0
2017.12.05	1.18642	1.18766	1.18008	1.18259	121917	0	0
2017.12.06	1.18249	1.18482	1.17807	1.17957	114915	0	0
2017.12.07	1.17948	1.18147	1.17718	1.17723	101666	0	0
2017.12.08	1.17718	1.17766	1.17302	1.17726	114710	0	0
2017.12.11	1.17615	1.18119	1.17615	1.17690	85105	0	0
2017.12.12	1.17678	1.17927	1.17176	1.17413	86597	0	0
2017.12.13	1.17409	1.18316	1.17295	1.18261	114236	0	0
2017.12.14	1.18249	1.18625	1.17708	1.17764	140043	0	0
